depth,epoch,train_loss,val_loss,val_node_acc,val_graph_exact,val_precision,val_recall,val_f1,val_pos_rate,val_pred_pos_rate,val_avg_path_len,id_test_loss,id_test_node_acc,id_test_graph_exact,id_test_precision,id_test_recall,id_test_f1,id_test_pos_rate,id_test_pred_pos_rate,id_test_avg_path_len,ood_test_loss,ood_test_node_acc,ood_test_graph_exact,ood_test_precision,ood_test_recall,ood_test_f1,ood_test_pos_rate,ood_test_pred_pos_rate,ood_test_avg_path_len,elapsed_s
3,1,0.8013332567883711,0.7963467470426939,0.34023512896999475,0.0,0.3245913418358182,1.0,0.49010035259018175,0.3170731707317073,0.9768380417617126,7.05859375,0.7990938673623817,0.3416252072968491,0.0,0.32374200082869115,1.0,0.4891315688797691,0.31518085249428535,0.9735556451974362,6.8671875,0.8276917124105662,0.2760898416525677,0.0,0.17109414876339846,1.0,0.2921953780472101,0.14942202680660946,0.8733321851540418,14.4033203125,2.8090109825134277
3,2,0.6855255091662242,0.7070357197312895,0.470608878750658,0.0,0.3745854063018242,1.0,0.5450158347157291,0.3170731707317073,0.8464642919810493,7.05859375,0.705171981359991,0.47617767020752094,0.0,0.3756610930071051,1.0,0.5461535474350511,0.31518085249428535,0.8390031822867644,6.8671875,0.8733286432231907,0.3346976404915558,0.0,0.18340193237916413,1.0,0.30995712844653667,0.14942202680660946,0.8147243863150536,14.4033203125,5.606844902038574
3,3,0.5422758348346006,0.526514192687187,0.7360063168977014,0.00390625,0.5459656587144811,0.9941892639734367,0.7048553212359,0.3170731707317073,0.5773819968415511,7.05859375,0.5274873017826639,0.7349289588095558,0.00390625,0.5433938829374321,0.9954493742889647,0.7030229988952497,0.31518085249428535,0.5773833535027565,6.8671875,0.5008218277126536,0.725439938403558,0.0,0.34867195922767813,0.9648111736388908,0.512229801479455,0.14942202680660946,0.4134661168914059,14.4033203125,8.411290168762207
3,4,0.43126949847797774,0.30627213346056614,0.8630461484470959,0.08203125,0.7569461827284105,0.8367459878251245,0.7948482060717571,0.3170731707317073,0.35050008773469027,7.05859375,0.30427632819109635,0.8649096858052082,0.0625,0.7557932263814616,0.8441410693970421,0.7975278785435981,0.31518085249428535,0.35202366545650127,6.8671875,0.3266331146935406,0.8357968533133415,0.0,0.4685221143473571,0.736185504101973,0.5726189220546355,0.14942202680660946,0.23478578013717366,14.4033203125,11.244750261306763
3,5,0.4101776357009902,0.28794713078318696,0.8629584137567995,0.04296875,0.7038140643623361,0.9803541781959049,0.8193802035152636,0.3170731707317073,0.4416564309527987,7.05859375,0.2859449715182278,0.865850925552418,0.0615234375,0.7061345309788711,0.9837883959044369,0.8221522372095788,0.31518085249428535,0.4391107525435884,6.8671875,0.36746522437801893,0.7894171639296098,0.0,0.4096825349331259,0.9283341243474134,0.5684866099231888,0.14942202680660946,0.3385879420912397,14.4033203125,14.031394243240356
3,6,0.37480209488648597,0.27479195321290234,0.8618178627829444,0.046875,0.6987716903879898,0.991698948533481,0.8198558847077663,0.3170731707317073,0.44999122653097035,7.05859375,0.27258749900685536,0.8625789969073551,0.060546875,0.6988169240024062,0.9911831626848692,0.8197106903445842,0.31518085249428535,0.4470440589843575,6.8671875,0.4204660412453817,0.7531785992888043,0.0,0.37136052237208306,0.9408773476167875,0.5325325709461404,0.14942202680660946,0.37857497441924076,14.4033203125,16.991446018218994
3,7,0.419329228906185,0.3267668087919839,0.8759431479206878,0.130859375,0.8507653061224489,0.738240177089098,0.7905185185185184,0.3170731707317073,0.27513598876995965,7.05859375,0.3155956933362775,0.8800591636412531,0.138671875,0.8495987158908507,0.7527019340159272,0.7982204795656764,0.31518085249428535,0.27923445833893595,6.8671875,0.2695725802979985,0.8806062386659508,0.0,0.6086510263929619,0.5628856193640247,0.5848744231920814,0.14942202680660946,0.13818675473877232,14.4033203125,19.91453504562378
3,8,0.33248468891161986,0.47738058038041514,0.7928583962098614,0.015625,0.6048535564853557,1.0,0.7537803733444572,0.3170731707317073,0.524214774521846,7.05859375,0.47533755333606026,0.7955268701537358,0.0283203125,0.606520614110747,1.0,0.7550735530978203,0.31518085249428535,0.5196539823405495,6.8671875,0.7017392870731481,0.6702665464455408,0.0,0.31158162185051874,0.9977625601735711,0.4748705206602236,0.14942202680660946,0.47848683477362297,14.4033203125,22.956709146499634
3,9,0.4134857867003876,0.2974956753766836,0.8639234953500614,0.095703125,0.6997095837366892,1.0,0.8233283973117668,0.3170731707317073,0.4531496753816459,7.05859375,0.29473459004239133,0.8638339832369684,0.09765625,0.6983118172790467,1.0,0.8223599578996609,0.31518085249428535,0.45134686925731704,6.8671875,0.5786473502388844,0.711286940135958,0.0,0.34092329052412357,0.9989151806902162,0.5083500103512525,0.14942202680660946,0.43781089487067787,14.4033203125,25.91056203842163
3,10,0.29404331956331725,0.20227061073091662,0.9071766976662572,0.216796875,0.8011310084825636,0.9407858328721638,0.8653601425299057,0.3170731707317073,0.3723460256185296,7.05859375,0.2004899096035593,0.9082963560575501,0.2158203125,0.7994954348870735,0.9463879408418657,0.8667621776504298,0.31518085249428535,0.3730895074178656,6.8671875,0.27051193503161197,0.8594020687489236,0.0,0.5217826239183714,0.7073021899789816,0.600541131771343,0.14942202680660946,0.2025489580272929,14.4033203125,28.865275144577026
3,11,0.26260536548749164,0.23189024929729213,0.9047201263379541,0.193359375,0.7697396500213401,0.9980630879911455,0.8691566265060241,0.3170731707317073,0.4111247587296017,7.05859375,0.22849183855242275,0.9072206534893102,0.197265625,0.7735391400220507,0.9977246871444824,0.8714445410508012,0.31518085249428535,0.4065259289139886,6.8671875,0.353748534968217,0.8277731062639935,0.0,0.46051015753833197,0.889890840056953,0.6069364161849711,0.14942202680660946,0.28874345284528957,14.4033203125,31.801865100860596
3,12,0.22756020949635958,0.1402863396439851,0.937181961747675,0.34375,0.85,0.9737133370226896,0.9076605622904308,0.3170731707317073,0.3632216178276891,7.05859375,0.13973281761777218,0.9382367442068935,0.36328125,0.8515294702810247,0.9738339021615472,0.908584317367653,0.31518085249428535,0.360450002241047,6.8671875,0.2713187173171506,0.8536577952931403,0.0,0.506339144215531,0.8231744525052546,0.627004415524053,0.14942202680660946,0.24292096811776268,14.4033203125,35.01040315628052
3,13,0.20721046190767353,0.17626904022941509,0.9141077381996842,0.24609375,0.7882301465762416,0.996956281128943,0.8803909590714722,0.3170731707317073,0.4010352693454992,7.05859375,0.17430040916787543,0.9143023620635561,0.255859375,0.7878344951652799,0.9964448236632537,0.8799447444430492,0.31518085249428535,0.39863744341356283,6.8671875,0.24432932677754313,0.8599491424113791,0.0,0.5201358352562149,0.8100210183741271,0.6334906410732275,0.14942202680660946,0.23269879542484323,14.4033203125,37.8243510723114
3,14,0.20441187420842094,0.12661626077253665,0.9430601859975434,0.388671875,0.8825806451612903,0.9463198671831765,0.9133395646948859,0.3170731707317073,0.3399719248991051,7.05859375,0.1234797417111022,0.9440186455111829,0.41015625,0.8860996127653893,0.9436860068259386,0.9139866400385649,0.31518085249428535,0.3356640222311864,6.8671875,0.25114379522503516,0.8755306107976132,0.0,0.5579611239233774,0.8037833073428707,0.6586842982553617,0.14942202680660946,0.21525322418876067,14.4033203125,40.60668396949768
3,15,0.20744395658427364,0.11428381090225159,0.9486752061765222,0.435546875,0.8705652067531197,0.9845047039291643,0.9240358395013634,0.3170731707317073,0.35857167924197225,7.05859375,0.10844808129122788,0.9518623100712653,0.4677734375,0.8771840972398075,0.9852104664391353,0.9280643000669793,0.31518085249428535,0.3539957868316077,6.8671875,0.2679475259375456,0.8573556080115898,0.0,0.5132596028065168,0.8778900264424707,0.6477886732039224,0.14942202680660946,0.25557457931048455,14.4033203125,43.516502141952515
3,16,0.1734667774207018,0.11309854222020678,0.9468327776802948,0.435546875,0.8641646489104117,0.9875484228002214,0.921745867768595,0.3170731707317073,0.36234427092472365,7.05859375,0.11012004171857316,0.9469320066334992,0.4375,0.8635911464809749,0.9876279863481229,0.9214541594798992,0.31518085249428535,0.360450002241047,6.8671875,0.20219767952263756,0.8891669283840052,0.0,0.6059409245146576,0.7385585463421249,0.665709222025301,0.14942202680660946,0.18212487462895235,14.4033203125,46.301263093948364
3,17,0.16559818738359747,0.09695005680693097,0.9610457975083347,0.546875,0.9204244031830239,0.9601549529607084,0.9398699891657638,0.3170731707317073,0.33075978241796805,7.05859375,0.09635815073331817,0.960019721213751,0.5634765625,0.9233314947600662,0.9522184300341296,0.937552506300756,0.31518085249428535,0.3250414593698176,6.8671875,0.21581242436160736,0.8958939082334586,0.0009765625,0.6660972892684738,0.6081090243406333,0.635783653505352,0.14942202680660946,0.13641383083266637,14.4033203125,49.116642236709595
3,18,0.13755181905485922,0.07977252596458817,0.9648183891910862,0.58203125,0.9109746738296239,0.9853348090758163,0.9466967964907617,0.3170731707317073,0.3429549043691876,7.05859375,0.07708647349601976,0.9672807135493703,0.6328125,0.9159186906019008,0.9867747440273038,0.9500273822562979,0.31518085249428535,0.339563444041056,6.8671875,0.24989843871284254,0.8757230996788475,0.0009765625,0.5555754590237348,0.8411417723235474,0.6691658351088217,0.14942202680660946,0.2262250904191192,14.4033203125,52.06459712982178
3,19,0.11702596022886516,0.13143607606033753,0.9468327776802948,0.458984375,0.8586075345731998,0.9964028776978417,0.9223872950819673,0.3170731707317073,0.3679592911037024,7.05859375,0.12737787170764348,0.948276634843799,0.48046875,0.8607020127638685,0.9972980659840728,0.9239789196310937,0.31518085249428535,0.3652010219174398,6.8671875,0.32279779459853414,0.846079811968756,0.0,0.4923622101424345,0.9703030713946709,0.6532466050439347,0.14942202680660946,0.2944674643135745,14.4033203125,54.87444829940796
3,20,0.12861488681956107,0.08816010010456345,0.9644674504299,0.56640625,0.91172696946369,0.9831211953514112,0.9460790840101185,0.3170731707317073,0.34190208808562905,7.05859375,0.08748173332188709,0.9650396665322039,0.591796875,0.9155809625099708,0.9793799772468714,0.9464064861893637,0.31518085249428535,0.3371431132625162,6.8671875,0.23207310575717152,0.8816294690346176,0.001953125,0.568749719617783,0.8595837005898705,0.6845572354211664,0.14942202680660946,0.2258299816629013,14.4033203125,57.6737322807312
3,21,0.09932141492648544,0.10579551316066925,0.9589401649412178,0.572265625,0.8859175662414132,0.9991698948533481,0.9391417425227568,0.3170731707317073,0.3576065976487103,7.05859375,0.10078276731723373,0.9596163327506612,0.5830078125,0.8867162861107607,0.9995733788395904,0.9397687011163848,0.31518085249428535,0.35529559410156425,6.8671875,0.27326386763209765,0.8637583960610696,0.0009765625,0.5249472674976031,0.9280629195199674,0.670585929845189,0.14942202680660946,0.26416566200978653,14.4033203125,60.48643612861633
3,22,0.11344825454532638,0.1744173060730688,0.9294613090015792,0.314453125,0.8193181818181818,0.9975096845600443,0.8996755677564263,0.3170731707317073,0.3860326373047903,7.05859375,0.17469025189638468,0.9285106001523912,0.3203125,0.8168045682321408,0.9967292377701934,0.8978415423044898,0.31518085249428535,0.384608489086101,6.8671875,0.2863010207289859,0.858226873474019,0.0,0.5143378024231836,0.9181639433181911,0.6593310287745265,0.14942202680660946,0.26673893442207747,14.4033203125,63.29708814620972
